Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2015,Economic Development Cabinet,Office of Tourism,Tourism Administration,Contractual Services,Contracted Services,$13150.00,$13150.00,Contracted Services, General Fund , Tax Supported Funds ,416100,52900
2015,Economic Development Cabinet,Office of Tourism,Arts Promotion,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,416200,52100
2015,Economic Development Cabinet,Office of Tourism,Arts Promotion,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,416200,52800
2015,Economic Development Cabinet,Office of Tourism,Arts Promotion,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,416200,52900
2015,Economic Development Cabinet,Office of Tourism,Film & Special Events,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,416300,52100
2015,Economic Development Cabinet,Office of Tourism,Tourism,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,416400,52100
2015,Economic Development Cabinet,Consumer Affairs & Licensing,Consumer Licensing,Contractual Services,Communications,$4416.00,$4416.00,Communications, General Fund , Tax Supported Funds ,114100,52100
2015,Economic Development Cabinet,Consumer Affairs & Licensing,Consumer Licensing,Contractual Services,Repairs & Service To Equipment,$1796.00,$1796.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,114100,52700
2015,Economic Development Cabinet,Office of Tourism,Tourism,Contractual Services,Contracted Services,$6250.00,$6250.00,Contracted Services, General Fund , Tax Supported Funds ,416400,52900
2015,Economic Development Cabinet,Consumer Affairs & Licensing,Consumer Licensing,Contractual Services,Contracted Services,$9150.00,$9150.00,Contracted Services, General Fund , Tax Supported Funds ,114100,52900
2015,Economic Development Cabinet,Consumer Affairs & Licensing,Consumer Affairs,Contractual Services,Communications,$1500.00,$1500.00,Communications, General Fund , Tax Supported Funds ,114200,52100
2015,Economic Development Cabinet,Consumer Affairs & Licensing,Consumer Affairs,Contractual Services,Contracted Services,$2750.00,$2750.00,Contracted Services, General Fund , Tax Supported Funds ,114200,52900
2015,Economic Development Cabinet,Office of Economic Development,Boston Residents Jobs Policy,Contractual Services,Communications,$1000.00,$1000.00,Communications, General Fund , Tax Supported Funds ,182200,52100
2015,Economic Development Cabinet,Office of Economic Development,Boston Residents Jobs Policy,Contractual Services,Transportation of Persons,$2754.00,$2754.00,Transportation of Persons, General Fund , Tax Supported Funds ,182200,52800
2015,Economic Development Cabinet,Office of Economic Development,Boston Residents Jobs Policy,Contractual Services,Contracted Services,$1000.00,$1000.00,Contracted Services, General Fund , Tax Supported Funds ,182200,52900
2015,Economic Development Cabinet,Office of Tourism,Film & Special Events,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,416300,52700
2015,Economic Development Cabinet,Office of Economic Development,Small & Local Business,Contractual Services,Communications,$3500.00,$3500.00,Communications, General Fund , Tax Supported Funds ,182300,52100
2015,Economic Development Cabinet,Office of Economic Development,Small & Local Business,Contractual Services,Repairs & Service To Equipment,$1150.00,$1150.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,182300,52700
2015,Economic Development Cabinet,Office of Tourism,Film & Special Events,Contractual Services,Contracted Services,$250.00,$250.00,Contracted Services, General Fund , Tax Supported Funds ,416300,52900
2015,Economic Development Cabinet,Office of Economic Development,Small & Local Business,Contractual Services,Transportation of Persons,$550.00,$550.00,Transportation of Persons, General Fund , Tax Supported Funds ,182300,52800
2015,Economic Development Cabinet,Office of Economic Development,Small & Local Business,Contractual Services,Contracted Services,$4500.00,$4500.00,Contracted Services, General Fund , Tax Supported Funds ,182300,52900
2015,Economic Development Cabinet,Office of Tourism,Tourism Administration,Contractual Services,Communications,$11480.00,$11480.00,Communications, General Fund , Tax Supported Funds ,416100,52100
2015,Economic Development Cabinet,Office of Tourism,Tourism Administration,Contractual Services,Utilities,$0.00,$0.00,Utilities, General Fund , Tax Supported Funds ,416100,52200
2015,Economic Development Cabinet,Office of Tourism,Tourism Administration,Contractual Services,Repairs & Service To Equipment,$1750.00,$1750.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,416100,52700
2015,Education,Boston Public Schools,Asst Superintendent-Network F,Contractual Services,Contracted Services,$100000.00,$100000.00,Contracted Services, General Fund , Tax Supported Funds ,101806,52900
2015,Education,Boston Public Schools,Asst Superintendent-Network G,Contractual Services,Communications,$3750.00,$3750.00,Communications, General Fund , Tax Supported Funds ,101807,52100
2015,Education,Boston Public Schools,Asst Superintendent-Network G,Contractual Services,Contracted Services,$426000.00,$426000.00,Contracted Services, General Fund , Tax Supported Funds ,101807,52900
2015,Education,Boston Public Schools,School Committee,Contractual Services,Communications,$780.00,$780.00,Communications, General Fund , Tax Supported Funds ,101840,52100
2015,Education,Boston Public Schools,School Committee,Contractual Services,Transportation of Persons,$12216.00,$12216.00,Transportation of Persons, General Fund , Tax Supported Funds ,101840,52800
2015,Education,Boston Public Schools,School Committee,Contractual Services,Contracted Services,$55879.00,$55879.00,Contracted Services, General Fund , Tax Supported Funds ,101840,52900
2015,Education,Boston Public Schools,Condon Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101251,52100
2015,Education,Boston Public Schools,Condon Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101251,52900
2015,Education,Boston Public Schools,Teaching & Learning,Contractual Services,Transportation of Persons,$22852.00,$22852.00,Transportation of Persons, General Fund , Tax Supported Funds ,101018,52800
2015,Education,Boston Public Schools,Fam & Student Engagemt,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101049,52100
2015,Education,Boston Public Schools,Fam & Student Engagemt,Contractual Services,Transportation of Persons,$4700.00,$4700.00,Transportation of Persons, General Fund , Tax Supported Funds ,101049,52800
2015,Education,Boston Public Schools,Conley Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101253,52800
2015,Education,Boston Public Schools,Conley Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101253,52900
2015,Education,Boston Public Schools,Teaching & Learning,Contractual Services,Contracted Services,$510329.00,$510329.00,Contracted Services, General Fund , Tax Supported Funds ,101018,52900
2015,Education,Boston Public Schools,Fam & Student Engagemt,Contractual Services,Contracted Services,$132000.00,$132000.00,Contracted Services, General Fund , Tax Supported Funds ,101049,52900
2015,Education,Boston Public Schools,Curley School K-8,Contractual Services,Communications,$15483.94,$15483.94,Communications, General Fund , Tax Supported Funds ,101256,52100
2015,Education,Boston Public Schools,Curley School K-8,Contractual Services,Contracted Services,$39354.00,$39354.00,Contracted Services, General Fund , Tax Supported Funds ,101256,52900
2015,Education,Boston Public Schools,Communication,Contractual Services,Communications,$2250.00,$2250.00,Communications, General Fund , Tax Supported Funds ,101050,52100
2015,Education,Boston Public Schools,Communication,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101050,52800
2015,Education,Boston Public Schools,Communication,Contractual Services,Contracted Services,$108784.00,$108784.00,Contracted Services, General Fund , Tax Supported Funds ,101050,52900
2015,Education,Boston Public Schools,Dever Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101257,52900
2015,Education,Boston Public Schools,Dudley St. Neighborhood School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101258,52900
2015,Education,Boston Public Schools,Eliot K-8,Contractual Services,Communications,$100.00,$100.00,Communications, General Fund , Tax Supported Funds ,101261,52100
2015,Education,Boston Public Schools,Horace Mann,Contractual Services,Communications,$750.00,$750.00,Communications, General Fund , Tax Supported Funds ,101064,52100
2015,Education,Boston Public Schools,Ellis Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101262,52800
2015,Education,Boston Public Schools,Ellis Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101262,52900
2015,Education,Boston Public Schools,Horace Mann,Contractual Services,Transportation of Persons,$3000.00,$3000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101064,52800
2015,Education,Boston Public Schools,Horace Mann,Contractual Services,Contracted Services,$19000.00,$19000.00,Contracted Services, General Fund , Tax Supported Funds ,101064,52900
2015,Education,Boston Public Schools,B T U Pilot,Contractual Services,Transportation of Persons,$3000.00,$3000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101266,52800
2015,Education,Boston Public Schools,B T U Pilot,Contractual Services,Contracted Services,$27957.29,$27957.29,Contracted Services, General Fund , Tax Supported Funds ,101266,52900
2015,Education,Boston Public Schools,Everett Elementary School,Contractual Services,Contracted Services,$9000.67,$9000.67,Contracted Services, General Fund , Tax Supported Funds ,101267,52900
2015,Education,Boston Public Schools,Chief Operating Officer,Contractual Services,Communications,$3000.00,$3000.00,Communications, General Fund , Tax Supported Funds ,101068,52100
2015,Education,Boston Public Schools,Gardner Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101279,52100
2015,Education,Boston Public Schools,Gardner Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101279,52900
2015,Education,Boston Public Schools,BPS Chief Financial Officer,Contractual Services,Communications,$750.00,$750.00,Communications, General Fund , Tax Supported Funds ,101020,52100
2015,Education,Boston Public Schools,Chief Operating Officer,Contractual Services,Transportation of Persons,$11600.00,$11600.00,Transportation of Persons, General Fund , Tax Supported Funds ,101068,52800
2015,Education,Boston Public Schools,Chief Operating Officer,Contractual Services,Contracted Services,$255285.00,$255285.00,Contracted Services, General Fund , Tax Supported Funds ,101068,52900
2015,Education,Boston Public Schools,Elihu Greenwood School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101285,52900
2015,Education,Boston Public Schools,BPS Chief Financial Officer,Contractual Services,Transportation of Persons,$5400.00,$5400.00,Transportation of Persons, General Fund , Tax Supported Funds ,101020,52800
2015,Education,Boston Public Schools,BPS Chief Financial Officer,Contractual Services,Contracted Services,$10278837.17,$10278837.17,Contracted Services, General Fund , Tax Supported Funds ,101020,52900
2015,Education,Boston Public Schools,Grew Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101288,52800
2015,Education,Boston Public Schools,Grew Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101288,52900
2015,Education,Boston Public Schools,Research Assess & Eval,Contractual Services,Communications,$1150.00,$1150.00,Communications, General Fund , Tax Supported Funds ,101069,52100
2015,Education,Boston Public Schools,Research Assess & Eval,Contractual Services,Transportation of Persons,$11601.00,$11601.00,Transportation of Persons, General Fund , Tax Supported Funds ,101069,52800
2015,Education,Boston Public Schools,Research Assess & Eval,Contractual Services,Contracted Services,$1119286.00,$1119286.00,Contracted Services, General Fund , Tax Supported Funds ,101069,52900
2015,Education,Boston Public Schools,Guild Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101290,52800
2015,Education,Boston Public Schools,Guild Elementary School,Contractual Services,Contracted Services,$20375.00,$20375.00,Contracted Services, General Fund , Tax Supported Funds ,101290,52900
2015,Education,Boston Public Schools,Hale Elementary School,Contractual Services,Transportation of Persons,$1000.00,$1000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101292,52800
2015,Education,Boston Public Schools,Hale Elementary School,Contractual Services,Contracted Services,$1522.44,$1522.44,Contracted Services, General Fund , Tax Supported Funds ,101292,52900
2015,Education,Boston Public Schools,AcadSup-Elementary A,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101021,52100
2015,Education,Boston Public Schools,AcadSup-Elementary A,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101021,52800
2015,Education,Boston Public Schools,AcadSup-Elementary A,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101021,52900
2015,Education,Boston Public Schools,McKinley Voc,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101079,52100
2015,Education,Boston Public Schools,Haley Elementary School,Contractual Services,Contracted Services,$19250.33,$19250.33,Contracted Services, General Fund , Tax Supported Funds ,101293,52900
2015,Education,Boston Public Schools,BPS Labor Relations,Contractual Services,Communications,$1639.00,$1639.00,Communications, General Fund , Tax Supported Funds ,101086,52100
2015,Education,Boston Public Schools,Hennigan Elementary School,Contractual Services,Contracted Services,$7382.00,$7382.00,Contracted Services, General Fund , Tax Supported Funds ,101299,52900
2015,Education,Boston Public Schools,BPS Labor Relations,Contractual Services,Transportation of Persons,$453.00,$453.00,Transportation of Persons, General Fund , Tax Supported Funds ,101086,52800
2015,Education,Boston Public Schools,Hernandez K-8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101301,52100
2015,Education,Boston Public Schools,Hernandez K-8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101301,52900
2015,Education,Boston Public Schools,BPS Labor Relations,Contractual Services,Contracted Services,$410016.00,$410016.00,Contracted Services, General Fund , Tax Supported Funds ,101086,52900
2015,Education,Boston Public Schools,East Boston EEC,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101355,52900
2015,Education,Boston Public Schools,Holland Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101308,52800
2015,Education,Boston Public Schools,Holmes Elementary School,Contractual Services,Contracted Services,$123848.58,$123848.58,Contracted Services, General Fund , Tax Supported Funds ,101309,52900
2015,Education,Boston Public Schools,AcadSup-Elementary B,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101022,52100
2015,Education,Boston Public Schools,McKinley Voc,Contractual Services,Contracted Services,$100000.00,$100000.00,Contracted Services, General Fund , Tax Supported Funds ,101079,52900
2015,Education,Boston Public Schools,Jackson/Mann K-8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101316,52900
2015,Education,Boston Public Schools,AcadSup-Elementary B,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101022,52800
2015,Education,Boston Public Schools,John F.  Kennedy School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101318,52100
2015,Education,Boston Public Schools,John F.  Kennedy School,Contractual Services,Transportation of Persons,$5000.00,$5000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101318,52800
2015,Education,Boston Public Schools,John F.  Kennedy School,Contractual Services,Contracted Services,$62500.00,$62500.00,Contracted Services, General Fund , Tax Supported Funds ,101318,52900
2015,Education,Boston Public Schools,AcadSup-Elementary B,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101022,52900
2015,Education,Boston Public Schools,Patrick Kennedy School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101320,52100
2015,Education,Boston Public Schools,Patrick Kennedy School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101320,52800
2015,Education,Boston Public Schools,Patrick Kennedy School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101320,52900
2015,Education,Boston Public Schools,Kenny Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101322,52800
2015,Education,Boston Public Schools,Kenny Elementary School,Contractual Services,Contracted Services,$5580.99,$5580.99,Contracted Services, General Fund , Tax Supported Funds ,101322,52900
2015,Education,Boston Public Schools,BPS Human Resources,Contractual Services,Communications,$16700.00,$16700.00,Communications, General Fund , Tax Supported Funds ,101070,52100
2015,Education,Boston Public Schools,Harvard/Kent,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101324,52800
2015,Education,Boston Public Schools,Harvard/Kent,Contractual Services,Contracted Services,$8000.00,$8000.00,Contracted Services, General Fund , Tax Supported Funds ,101324,52900
2015,Education,Boston Public Schools,Kilmer K - 8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101326,52100
2015,Education,Boston Public Schools,Kilmer K - 8,Contractual Services,Contracted Services,$47000.00,$47000.00,Contracted Services, General Fund , Tax Supported Funds ,101326,52900
2015,Education,Boston Public Schools,Lee Academy,Contractual Services,Contracted Services,$10000.00,$10000.00,Contracted Services, General Fund , Tax Supported Funds ,101329,52900
2015,Education,Boston Public Schools,AcadSup-Middle and K8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101023,52100
2015,Education,Boston Public Schools,Enrollment Services,Contractual Services,Communications,$1897.00,$1897.00,Communications, General Fund , Tax Supported Funds ,101089,52100
2015,Education,Boston Public Schools,Lyndon K-8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101335,52100
2015,Education,Boston Public Schools,Lyndon K-8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101335,52900
2015,Education,Boston Public Schools,AcadSup-Middle and K8,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101023,52800
2015,Education,Boston Public Schools,Lyon K - 8,Contractual Services,Communications,$1000.00,$1000.00,Communications, General Fund , Tax Supported Funds ,101339,52100
2015,Education,Boston Public Schools,BPS Human Resources,Contractual Services,Transportation of Persons,$9208.00,$9208.00,Transportation of Persons, General Fund , Tax Supported Funds ,101070,52800
2015,Education,Boston Public Schools,Lyon K - 8,Contractual Services,Contracted Services,$10000.00,$10000.00,Contracted Services, General Fund , Tax Supported Funds ,101339,52900
2015,Education,Boston Public Schools,AcadSup-Middle and K8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101023,52900
2015,Education,Boston Public Schools,Manning Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101342,52100
2015,Education,Boston Public Schools,Manning Elementary School,Contractual Services,Contracted Services,$36758.40,$36758.40,Contracted Services, General Fund , Tax Supported Funds ,101342,52900
2015,Education,Boston Public Schools,Enrollment Services,Contractual Services,Transportation of Persons,$4000.00,$4000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101089,52800
2015,Education,Boston Public Schools,UP Academy Dorchester,Contractual Services,Contracted Services,$550626.30,$550626.30,Contracted Services, General Fund , Tax Supported Funds ,101343,52900
2015,Education,Boston Public Schools,Marshall Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101344,52100
2015,Education,Boston Public Schools,Marshall Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101344,52900
2015,Education,Boston Public Schools,Enrollment Services,Contractual Services,Contracted Services,$467485.00,$467485.00,Contracted Services, General Fund , Tax Supported Funds ,101089,52900
2015,Education,Boston Public Schools,BPS Human Resources,Contractual Services,Contracted Services,$759566.00,$759566.00,Contracted Services, General Fund , Tax Supported Funds ,101070,52900
2015,Education,Boston Public Schools,Mason Elementary School,Contractual Services,Transportation of Persons,$5000.00,$5000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101346,52800
2015,Education,Boston Public Schools,Mason Elementary School,Contractual Services,Contracted Services,$147251.00,$147251.00,Contracted Services, General Fund , Tax Supported Funds ,101346,52900
2015,Education,Boston Public Schools,Mather Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101348,52100
2015,Education,Boston Public Schools,Mather Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101348,52900
2015,Education,Boston Public Schools,Mattahunt Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101350,52100
2015,Education,Boston Public Schools,Mattahunt Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101350,52800
2015,Education,Boston Public Schools,Mattahunt Elementary School,Contractual Services,Contracted Services,$17177.00,$17177.00,Contracted Services, General Fund , Tax Supported Funds ,101350,52900
2015,Education,Boston Public Schools,McKay K-8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101352,52100
2015,Education,Boston Public Schools,McKay K-8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101352,52900
2015,Education,Boston Public Schools,AcadSup-High/Car & Tech,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101024,52100
2015,Education,Boston Public Schools,AcadSup-High/Car & Tech,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101024,52800
2015,Education,Boston Public Schools,Mendell Elementary School,Contractual Services,Contracted Services,$32529.21,$32529.21,Contracted Services, General Fund , Tax Supported Funds ,101356,52900
2015,Education,Boston Public Schools,AcadSup-High/Car & Tech,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101024,52900
2015,Education,Boston Public Schools,Mozart Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101364,52800
2015,Education,Boston Public Schools,Mozart Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101364,52900
2015,Education,Boston Public Schools,Counseling & Intervention Cent,Contractual Services,Communications,$940.00,$940.00,Communications, General Fund , Tax Supported Funds ,101091,52100
2015,Education,Boston Public Schools,Murphy K-8,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101366,52100
2015,Education,Boston Public Schools,Murphy K-8,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101366,52900
2015,Education,Boston Public Schools,Baldwin ELC,Contractual Services,Contracted Services,$363200.00,$363200.00,Contracted Services, General Fund , Tax Supported Funds ,101367,52900
2015,Education,Boston Public Schools,O'Donnell Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101370,52100
2015,Education,Boston Public Schools,O'Donnell Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101370,52800
2015,Education,Boston Public Schools,O'Donnell Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101370,52900
2015,Education,Boston Public Schools,Counseling & Intervention Cent,Contractual Services,Contracted Services,$10000.00,$10000.00,Contracted Services, General Fund , Tax Supported Funds ,101091,52900
2015,Education,Boston Public Schools,Henderson Elementary,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101373,52100
2015,Education,Boston Public Schools,Henderson Elementary,Contractual Services,Contracted Services,$74000.00,$74000.00,Contracted Services, General Fund , Tax Supported Funds ,101373,52900
2015,Education,Boston Public Schools,Ohrenberger Elementary School,Contractual Services,Transportation of Persons,$2000.00,$2000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101376,52800
2015,Education,Boston Public Schools,Ohrenberger Elementary School,Contractual Services,Contracted Services,$17177.00,$17177.00,Contracted Services, General Fund , Tax Supported Funds ,101376,52900
2015,Education,Boston Public Schools,Orchard Gardens K-8 Pilot Schl,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101377,52100
2015,Education,Boston Public Schools,Orchard Gardens K-8 Pilot Schl,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101377,52800
2015,Education,Boston Public Schools,Orchard Gardens K-8 Pilot Schl,Contractual Services,Contracted Services,$18000.00,$18000.00,Contracted Services, General Fund , Tax Supported Funds ,101377,52900
2015,Education,Boston Public Schools,Otis Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101382,52100
2015,Education,Boston Public Schools,Otis Elementary School,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,101382,52900
2015,Education,Boston Public Schools,Perkins Elementary School,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,101390,52100
2015,Education,Boston Public Schools,Perkins Elementary School,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,101390,52600
2015,Education,Boston Public Schools,Perkins Elementary School,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,101390,52800
2015,Education,Boston Public Schools,Institutional Advancemt,Contractual Services,Communications,$750.00,$750.00,Communications, General Fund , Tax Supported Funds ,101026,52100
2015,Education,Boston Public Schools,Institutional Advancemt,Contractual Services,Transportation of Persons,$1000.00,$1000.00,Transportation of Persons, General Fund , Tax Supported Funds ,101026,52800
2015,Education,Boston Public Schools,Institutional Advancemt,Contractual Services,Contracted Services,$55394.00,$55394.00,Contracted Services, General Fund , Tax Supported Funds ,101026,52900
