HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3WETL7AQWT81H5AZY50DTDGTUKY530,A6MMICWWJKE0K,Approved,"Thu Sep 08 07:30:35 PDT 2016","Thu Sep 08 07:38:40 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,seqOfTimestamps:1473345504211,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3VSOLARPKB9KISCB1VDU5TLVGGI39Q,A189DGCOE8S8ZT,Approved,"Thu Sep 08 08:14:52 PDT 2016","Thu Sep 08 08:17:26 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB13_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_258.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB25_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_5.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png","seqOfTimestamps:1473347714162,1473347719669,1473347779829,1473347805462,1473347813977,1473347825314,1473347832234","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_258.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB25_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB13_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_5.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3CP1TO84PT1CWNEGU5M8A3B1O6052R,A22AC6NTCWIJCI,Approved,"Thu Sep 08 08:43:55 PDT 2016","Thu Sep 08 08:45:29 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,seqOfTimestamps:1473349490354,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",39DD6S19JPB2YHALUDOP18RLM9ZEZC,A3I1FPXF4BTLZ7,Approved,"Thu Sep 08 09:44:39 PDT 2016","Thu Sep 08 09:45:29 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfTimestamps:1473353119838,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3L4PIM1GQTGR2V5LKX66M8H2V4LRYB,A36ZLEWQIX3TJ3,Approved,"Thu Sep 08 09:52:41 PDT 2016","Thu Sep 08 09:53:49 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_124.png,seqOfTimestamps:1473353602269,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_124.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3PEIJLRY6TT7AMWXEVUAQTIALD7XWF,A2I254UC1J53K5,Approved,"Thu Sep 08 10:34:02 PDT 2016","Thu Sep 08 10:36:23 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis512.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost526.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB22_1.png","seqOfTimestamps:1473356112489,1473356118950,1473356122518,1473356138093,1473356160021,1473356176007","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis512.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost526.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB22_1.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3QILPRALQ5VR8RMBEMRVEBOQ1SV8NS,A2N9V9KEF5A7TW,Approved,"Thu Sep 08 10:52:16 PDT 2016","Thu Sep 08 10:55:33 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png","seqOfTimestamps:1473357266636,1473357286684",imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3K9FOBBF2HJMNY6U8B0ZJGAWLSULNR,A1R42K5MP3AWQO,Approved,"Thu Sep 08 10:52:44 PDT 2016","Thu Sep 08 11:00:48 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj316.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj116.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj116.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj116.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj474.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_89.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis109.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj540.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_520.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_453.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_453.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_453.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost526.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj264.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj116.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj259.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj316.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoI11_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoI11_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj405.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_390.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_390.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png","seqOfTimestamps:1473357221323,1473357226786,1473357231065,1473357234185,1473357274744,1473357289424,1473357302696,1473357306152,1473357314663,1473357335407,1473357352382,1473357355838,1473357374774,1473357391501,1473357394861,1473357397813,1473357399869,1473357408525,1473357411669,1473357413909,1473357416213,1473357428165,1473357432404,1473357440164,1473357442572,1473357446124,1473357604832,1473357610224,1473357614320,1473357629840,1473357633616,1473357638016","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_89.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis109.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_520.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_453.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost526.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj116.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj259.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj474.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoI11_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj405.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj540.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj264.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj316.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_390.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3S06PH7KSR40BFBDQ74D3WPO9IOD1W,A36DVSCGQTPY4R,Approved,"Thu Sep 08 11:49:02 PDT 2016","Thu Sep 08 11:50:29 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,seqOfTimestamps:1473360582351,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3TVRFO09GKFRZSKYAHN8HI1UN65XLO,A1OLLQOY1SODX8,Approved,"Thu Sep 08 11:51:36 PDT 2016","Thu Sep 08 11:52:33 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost635.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost635.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost635.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png","seqOfTimestamps:1473360738785,1473360744850,1473360746414,1473360748007","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost635.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",35USIKEBNRG44D3NL7UXUXSZVXB6NA,A244GJM0I9CX7R,Approved,"Thu Sep 08 12:58:07 PDT 2016","Thu Sep 08 13:01:19 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB25_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost190.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB25_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB13_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_35.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost187.png","seqOfTimestamps:1473376106743,1473376120016,1473376124579,1473376149665,1473376170385,1473376174764,1473376178518,1473376180934,1473376210498,1473376223564","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost187.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB25_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB13_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost190.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_35.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3H0W84IWBK2TWQOUKWUCF5PMDSPRE5,AMYYBRZH52MEM,Approved,"Thu Sep 08 13:17:01 PDT 2016","Thu Sep 08 13:19:19 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis230.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png","seqOfTimestamps:1473365864515,1473365881701,1473365924646,1473365930032,1473365937885,1473365943082","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis230.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB32_1.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3EJPLAJKEMGYL2H6OV5RPKZ85BL6ZT,A3DW4G7V1TNMPP,Approved,"Thu Sep 08 13:38:41 PDT 2016","Thu Sep 08 13:41:59 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis286.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/treasuryL11_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoQ18_3.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoQ18_3.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png","seqOfTimestamps:1473367165308,1473367203189,1473367227154,1473367275838,1473367288421,1473367299169","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/treasuryL11_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis286.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoQ18_3.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3QECW5O0KH16GM8TDK64BQKROKP5TX,A217BAKSB4CEVK,Approved,"Thu Sep 08 13:54:11 PDT 2016","Thu Sep 08 13:56:27 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfTimestamps:1473368175721,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",33CKWXB73JK6JKV1AEKI2UOFKLT112,A74JYCTSPBUFA,Approved,"Thu Sep 08 14:00:47 PDT 2016","Thu Sep 08 14:02:11 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis652.png,seqOfTimestamps:1473368523343,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis652.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3LPW2N6LKT2LGZNIDPWEGM6T7YW5UO,A1KAIOBTXQ77A6,Approved,"Thu Sep 08 13:54:32 PDT 2016","Thu Sep 08 14:02:59 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis250.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj214.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis564.png","seqOfTimestamps:1473368494940,1473368500676,1473368570923","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj214.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis564.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis250.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3STRJBFXOWR9Y5TWK7AADF39LALKTY,A16ETVLNYAQ36T,Approved,"Thu Sep 08 15:10:16 PDT 2016","Thu Sep 08 15:17:42 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost217.png,seqOfTimestamps:1473373058618,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost217.png,seqOfAllImages:,
