HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",34HJIJKLP5W3XV8I4AN97G2ZPBDV4B,A31MM91C1R2EKZ,Approved,"Sun Jan 08 08:56:18 PST 2017","Sun Jan 08 09:02:00 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,seqOfTimestamps:1483894913991,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3634BBTX0OU895L7PKK9JV9W6ZRFIN,AL5ERA3MBN2U3,Approved,"Sun Jan 08 09:02:30 PST 2017","Sun Jan 08 09:04:26 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost217.png,seqOfTimestamps:1483895038263,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost217.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3LRLIPTPEQ94J9UNE7JTIADI1N3AKG,AX1I9MBLJDKGA,Approved,"Sun Jan 08 09:04:47 PST 2017","Sun Jan 08 09:09:13 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_390.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_106.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis288.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis288.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis288.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj553.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost217.png","seqOfTimestamps:1483895218117,1483895223903,1483895274777,1483895279184,1483895285581,1483895326337,1483895330321,1483895332748,1483895352664","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_390.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_106.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis288.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost217.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj553.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3CPLWGV3MOZRMW5LJEX9E7J2P0Q9N5,A377LTGWJKY2IW,Approved,"Sun Jan 08 09:37:45 PST 2017","Sun Jan 08 09:40:28 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png","seqOfTimestamps:1483897152315,1483897194401",imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3TK8OJTYM1LPMOU12UFXAEDUG7OVPH,ABWZP8X9LS5FB,Approved,"Sun Jan 08 17:33:47 PST 2017","Sun Jan 08 17:34:08 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,seqOfTimestamps:1483925639969,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",369J354OFDAYULM1Y3H24DJ3YNB6GY,ATBGHQ2VYNIVZ,Approved,"Sun Jan 08 17:35:06 PST 2017","Sun Jan 08 17:36:35 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfTimestamps:1483925783008,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3IOEN3P9S7J1Q6WYGKWZXQFXWYS16T,A2TN0N04728YLI,Approved,"Sun Jan 08 17:34:37 PST 2017","Sun Jan 08 17:37:01 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_380.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_219.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost83.png","seqOfTimestamps:1483925712941,1483925780797,1483925816276","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_380.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost83.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_219.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3X3OR7WPZZ01KRJQ29BG1JK20ZN8LS,A8MZJQGIWDFNW,Approved,"Sun Jan 08 17:36:01 PST 2017","Sun Jan 08 17:37:25 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfTimestamps:1483925841432,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3LS2AMNW5FQFWGMJ1V88FR9WPADOQZ,A18WR19TKOAW6N,Approved,"Sun Jan 08 17:36:07 PST 2017","Sun Jan 08 17:37:26 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png,seqOfTimestamps:1483925841502,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3F6HPJW4JD0696T0Q69H03OFC6YW25,A38KA8KXRLEM7M,Approved,"Sun Jan 08 17:37:46 PST 2017","Sun Jan 08 17:39:50 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost83.png,seqOfTimestamps:1483925937317,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost83.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3Z7ISHFUH0VLPG0UHA2P9YV0F8V8ZB,A3MG6W50A24W2T,Approved,"Sun Jan 08 17:39:32 PST 2017","Sun Jan 08 17:40:39 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_85.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost187.png","seqOfTimestamps:1483926020745,1483926028386","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_85.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost187.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3DH6GAKTYYP04MRCUE0J8BJ28NXYZE,A28QM3564PH50Z,Approved,"Sun Jan 08 17:39:23 PST 2017","Sun Jan 08 17:42:23 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png","seqOfTimestamps:1483926069752,1483926131513",imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",30BUDKLTXDV4R3QWNPH9C4KRPCLE59,APV0WJWTK3IP3,Approved,"Sun Jan 08 17:37:52 PST 2017","Sun Jan 08 17:42:48 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png","seqOfTimestamps:1483926059337,1483926144074",imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost271.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3EF8EXOTT1VDE1B503QO6UK2I4C1JZ,ASN25PIODXIPJ,Approved,"Sun Jan 08 17:39:13 PST 2017","Sun Jan 08 17:43:38 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png","seqOfTimestamps:1483926177521,1483926186618,1483926193645","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK07_2.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3WLEIWSYHOHOCGYBV7NHZ0ESXIMH2R,AOO53KIMNLQNM,Approved,"Sun Jan 08 17:43:38 PST 2017","Sun Jan 08 17:45:11 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost83.png,seqOfTimestamps:1483926294136,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost83.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",39GHHAVOMFRU608ONL9Q4SR5UOM4JF,AP68F9GOFO0ZQ,Approved,"Sun Jan 08 17:43:20 PST 2017","Sun Jan 08 17:45:36 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB22_1.png,seqOfTimestamps:1483926320242,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB22_1.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3L4D84MILZSOICWJ2ST9YH09ZT8HJE,A1IYHQPPOACU83,Approved,"Sun Jan 08 17:47:15 PST 2017","Sun Jan 08 17:48:53 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost83.png","seqOfTimestamps:1483926471272,1483926519048","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost83.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_129.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3L6L49WXW0XMZ1T3YJ5W3I80CNR54U,A2Z6EQWA4XJQGI,Approved,"Sun Jan 08 17:48:06 PST 2017","Sun Jan 08 17:49:04 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_521.png,seqOfTimestamps:1483926519553,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_521.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3X73LLYYQ1EK12N4HQL1ROHQ8DDHNI,A1EA31RK08TOD3,Approved,"Sun Jan 08 17:47:37 PST 2017","Sun Jan 08 17:49:59 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj297.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_219.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK12_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ23.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost77.png","seqOfTimestamps:1483926567899,1483926586643,1483926602833,1483926611845,1483926639478,1483926647192,1483926654504,1483926657996","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj297.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK12_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_219.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ23.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3K3R2QNK8B34HMPUGF9VS2BWXWY9UC,A1YDP3Q5DX62BH,Approved,"Sun Jan 08 17:48:22 PST 2017","Sun Jan 08 17:50:37 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/treasuryB15.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj170.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/treasuryI02_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_475.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis652.png","seqOfTimestamps:1483926545778,1483926558306,1483926563090,1483926572610,1483926581394,1483926612482,1483926615929,1483926625273","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/treasuryB15.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB05_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_475.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj170.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost108.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis652.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/treasuryI02_1.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",31IBVUNM9SZDVB57ORJSYKZQE12FVZ,APMLRRM8M8OWR,Approved,"Sun Jan 08 17:53:15 PST 2017","Sun Jan 08 17:55:01 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost376.png,seqOfTimestamps:1483926856150,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost376.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3MTMREQS4VIVE9O43L2W6L7DOURAWR,A2VC6BTV3WN1US,Approved,"Sun Jan 08 17:58:59 PST 2017","Sun Jan 08 17:59:52 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis697.png,seqOfTimestamps:1483927177092,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis697.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",32SVAV9L3F9YNBMGT1RU1OWGQ1WA3K,A28HB7240OFGEW,Approved,"Sun Jan 08 17:51:23 PST 2017","Sun Jan 08 17:59:58 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis564.png,seqOfTimestamps:1483927191271,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis564.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",36AHBNMV1RCX1LMG2WBMHJ0ZK5ODYV,A2HIPDBIQTFGAX,Approved,"Sun Jan 08 18:02:42 PST 2017","Sun Jan 08 18:05:01 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png","seqOfTimestamps:1483927425754,1483927486376",imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3GLB5JMZFXVXFU1G8QPGAJTVFA9DGA,A1VL8XCUFOAS50,Approved,"Sun Jan 08 20:07:39 PST 2017","Sun Jan 08 20:10:15 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis652.png,seqOfTimestamps:1483934996180,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis652.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3KXIR214I4GU04AGG03Y5B5OSEC244,ARF62PA4BQSTY,Approved,"Sun Jan 08 20:12:27 PST 2017","Sun Jan 08 20:13:34 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_45.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost143.png","seqOfTimestamps:1483935184305,1483935202515","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_45.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3IKZ72A5B4G0N6WYM0X1O35DSZCFNW,ACT9CUAE1WHBA,Approved,"Sun Jan 08 20:14:53 PST 2017","Sun Jan 08 20:16:40 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfTimestamps:1483935382112,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",33F859I566DI0TY7E0GS0THWRPBHB7,AK9ID5CVHWATM,Approved,"Sun Jan 08 20:17:59 PST 2017","Sun Jan 08 20:19:56 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB03_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj21.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png","seqOfTimestamps:1483935522325,1483935545460,1483935551827,1483935566291,1483935588571","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB03_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj21.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3KOPY89HM829O4PKN747UNZZGP2J3N,A2KDZ4HNHX85OR,Approved,"Sun Jan 08 20:17:05 PST 2017","Sun Jan 08 20:21:29 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_520.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png","seqOfTimestamps:1483935535595,1483935602886,1483935608757,1483935652848,1483935660744,1483935663749,1483935671899,1483935675441,1483935677310,1483935679078,1483935683464","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_520.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj521.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3II4UPYCOJ7OSJVUBMUS4XXXLXKDQ7,A136SD8J9L0OM2,Approved,"Sun Jan 08 20:24:47 PST 2017","Sun Jan 08 20:27:18 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoJ40_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis678.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_406.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoK06_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis853.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoK23_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj316.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_475.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj297.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj220.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis678.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost376.png","seqOfTimestamps:1483935965268,1483935970058,1483935985620,1483935987788,1483935989652,1483935992250,1483935994513,1483935996081,1483935998703,1483936001107,1483936002764,1483936014073,1483936024113,1483936026866","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_406.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj316.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoJ40_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoK06_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_475.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis678.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/vis853.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/whoK23_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj297.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/visMost376.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/wsj220.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",3GLB5JMZFXVXFU1G8QPGAJTVFABGDF,A21H0JE7TM7RX5,Approved,"Sun Jan 08 20:26:09 PST 2017","Sun Jan 08 20:29:06 PST 2017","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj297.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost77.png","seqOfTimestamps:1483936095116,1483936126069","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost77.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj297.png",seqOfAllImages:,
3YZ7A3YHR5T2E2XLYIWCC2SIC0QS5L,"Image Search Task with Caption Provided."," ",39RP059MEHT4S7ZI5XW5SYPS8BBMBM,A1RH2U1AT1LJ2K,Approved,"Sun Jan 08 20:27:35 PST 2017","Sun Jan 08 20:29:28 PST 2017",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_124.png,seqOfTimestamps:1483936157586,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8_pred/economist_daily_chart_124.png,seqOfAllImages:,
